TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID
2576,Summarize a chapter,Education,More Important,60,Friday,15:00,16:00,user1
2577,Read a book,Education,More Important,60,Tuesday,10:15,11:15,user1
2578,Stream live concert,Personal,Less Important,30,Sunday,20:15,20:45,user1
2579,Review lecture notes,Education,More Important,45,Monday,17:30,18:15,user1
2580,Drop off donation,Personal,More Important,30,Saturday,15:15,15:45,user1
2581,Yoga session,Personal,Normal,30,Thursday,6:30,7:00,user1
2582,Weekly team briefing,Work,Important,30,Thursday,10:45,11:15,user1
2583,Design a presentation,Work,More Important,60,Friday,11:15,12:15,user1
2584,Clean the kitchen,Personal,Normal,30,Thursday,10:15,10:45,user1
2585,Evening walk,Personal,Normal,60,Friday,19:15,20:15,user1
2586,Online course session,Education,Important,30,Sunday,10:30,11:00,user1
2587,Evening walk,Personal,Normal,45,Saturday,17:15,18:00,user1
2588,Jogging,Personal,Normal,60,Saturday,5:00,6:00,user1
2589,Test new software features,Work,More Important,60,Thursday,12:15,13:15,user1
2590,Respond to work emails,Work,More Important,45,Saturday,9:30,10:15,user1
2591,Write short story,Personal,Normal,45,Sunday,14:30,15:15,user1
2592,Paint a picture,Personal,Normal,30,Friday,15:00,15:30,user1
2593,Summarize a chapter,Education,More Important,60,Wednesday,11:15,12:15,user1
2594,Cross-department alignment,Work,Important,30,Wednesday,12:00,12:30,user1
2595,Learn Python,Education,Important,60,Tuesday,9:00,10:00,user1
2596,Learn Python,Education,Important,60,Monday,13:30,14:30,user1
2597,Respond to work emails,Work,More Important,60,Monday,10:45,11:45,user1
2598,Edit a short video,Personal,Normal,60,Friday,18:15,19:15,user1
2599,Review lecture notes,Education,More Important,60,Saturday,12:30,13:30,user1
2600,Solve math problems,Education,More Important,45,Monday,15:45,16:30,user1
2601,Code review session,Work,More Important,30,Friday,11:00,11:30,user1
2602,Stretching session,Personal,Normal,30,Monday,6:30,7:00,user1
2603,Plan weekend gathering,Personal,Less Important,60,Friday,16:00,17:00,user1
2604,Client discussion,Work,Important,60,Sunday,10:30,11:30,user1
2605,Listen to music,Personal,Less Important,45,Thursday,18:00,18:45,user1
2606,Cycling,Personal,Normal,30,Tuesday,6:15,6:45,user1
2607,Visit the bank,Personal,More Important,45,Saturday,13:45,14:30,user1
2608,Create flashcards for revision,Education,More Important,45,Sunday,16:45,17:30,user1
2609,Record a song,Personal,Normal,30,Friday,18:45,19:15,user1
2610,Product demo with client,Work,Important,30,Wednesday,10:15,10:45,user1
2611,Write a summary of today's learnings,Education,More Important,45,Sunday,10:45,11:30,user1
2612,Buy stationery,Personal,More Important,30,Monday,10:45,11:15,user1
2613,Buy stationery,Personal,More Important,60,Saturday,13:45,14:45,user1
2614,Watch a stand-up comedy,Personal,Less Important,45,Friday,20:15,21:00,user1
2615,Attend webinar,Education,Important,30,Wednesday,16:00,16:30,user1
2616,Create flashcards for revision,Education,More Important,30,Sunday,14:15,14:45,user1
2617,Cycling,Personal,Normal,60,Thursday,7:15,8:15,user1
2618,Jogging,Personal,Normal,45,Thursday,7:45,8:30,user1
2619,Vacuum the floor,Personal,Normal,60,Monday,10:15,11:15,user1
2620,Jogging,Personal,Normal,45,Saturday,7:30,8:15,user1
2621,Respond to work emails,Work,More Important,60,Wednesday,16:30,17:30,user1
2622,Design a presentation,Work,More Important,45,Monday,11:30,12:15,user1
2623,Chat with neighbors,Personal,Less Important,60,Monday,18:30,19:30,user1
2624,Client discussion,Work,Important,30,Monday,15:00,15:30,user1
2625,Sketch a design,Personal,Normal,30,Monday,15:30,16:00,user1
2626,Reply to messages,Personal,Less Important,30,Tuesday,20:00,20:30,user1
2627,Write a blog post,Personal,Normal,30,Thursday,13:00,13:30,user1
2628,Read a technical article,Education,Important,60,Saturday,16:00,17:00,user1
2629,Clean the kitchen,Personal,Normal,60,Wednesday,15:00,16:00,user1
2630,Call family,Personal,Less Important,30,Sunday,18:00,18:30,user1
2631,Jogging,Personal,Normal,45,Friday,6:00,6:45,user1
2632,Renew ID card,Personal,More Important,60,Tuesday,13:00,14:00,user1
2633,Cross-department alignment,Work,Important,30,Thursday,11:00,11:30,user1
2634,Vacuum the floor,Personal,Normal,30,Thursday,11:30,12:00,user1
2635,Listen to music,Personal,Less Important,60,Sunday,18:15,19:15,user1
2636,One-on-one with supervisor,Work,Important,45,Tuesday,11:45,12:30,user1
2637,Jogging,Personal,Normal,60,Tuesday,7:15,8:15,user1
2638,Record a song,Personal,Normal,30,Monday,18:30,19:00,user1
2639,Complete a coding challenge,Education,Important,30,Thursday,15:45,16:15,user1
2640,Reply to messages,Personal,Less Important,30,Wednesday,20:15,20:45,user1
2641,Swimming,Personal,Normal,60,Monday,6:00,7:00,user1
2642,One-on-one with supervisor,Work,Important,60,Friday,12:45,13:45,user1
2643,Watch a movie,Personal,Less Important,45,Saturday,18:15,19:00,user1
2644,Design a presentation,Work,More Important,30,Thursday,13:00,13:30,user1
2645,Read research paper,Education,Important,30,Saturday,15:30,16:00,user1
2646,Design a presentation,Work,More Important,30,Sunday,17:00,17:30,user1
2647,Clean the bathroom,Personal,Normal,45,Sunday,13:30,14:15,user1
2648,Join online group chat,Personal,Less Important,30,Tuesday,21:45,22:15,user1
2649,Dinner with friends,Personal,Less Important,60,Saturday,18:15,19:15,user1
2650,Watch YouTube,Personal,Less Important,45,Thursday,20:45,21:30,user1
2651,Clean the bathroom,Personal,Normal,45,Saturday,12:30,13:15,user1
2652,Grocery shopping,Personal,More Important,30,Friday,19:00,19:30,user1
2653,Join an online gaming session,Personal,Less Important,45,Thursday,20:15,21:00,user1
2654,Edit a short video,Personal,Normal,45,Thursday,18:00,18:45,user1
2655,Wash dishes,Personal,Normal,30,Sunday,19:15,19:45,user1
2656,Visit the bank,Personal,More Important,45,Friday,11:45,12:30,user1
2657,Create flashcards for revision,Education,More Important,60,Thursday,13:00,14:00,user1
2658,Mail documents,Personal,More Important,45,Thursday,14:45,15:30,user1
2659,Watch YouTube,Personal,Less Important,60,Tuesday,19:00,20:00,user1
2660,Attend webinar,Education,Important,30,Monday,14:00,14:30,user1
2661,Home workout,Personal,Normal,60,Thursday,7:45,8:45,user1
2662,Take notes from an eBook,Education,Important,60,Saturday,12:30,13:30,user1
2663,Watch online tutorial,Education,Important,30,Thursday,21:15,21:45,user1
2664,Evening walk,Personal,Normal,60,Monday,19:00,20:00,user1
2665,Strategy discussion,Work,Important,45,Thursday,13:00,13:45,user1
2666,Stretching session,Personal,Normal,60,Tuesday,6:30,7:30,user1
2667,Make a scrapbook,Personal,Normal,30,Thursday,17:15,17:45,user1
2668,Cross-department alignment,Work,Important,45,Wednesday,13:00,13:45,user1
2669,Drop off donation,Personal,More Important,45,Tuesday,10:15,11:00,user1
2670,Client discussion,Work,Important,60,Wednesday,12:45,13:45,user1
2671,Product demo with client,Work,Important,45,Wednesday,12:30,13:15,user1
2672,Paint a picture,Personal,Normal,30,Wednesday,16:45,17:15,user1
2673,Watch a movie,Personal,Less Important,60,Monday,20:00,21:00,user1
2674,Write a blog post,Personal,Normal,60,Tuesday,16:30,17:30,user1
2675,Mop the floor,Personal,Normal,45,Monday,14:30,15:15,user1
2676,Weekly team briefing,Work,Important,30,Tuesday,10:45,11:15,user1
2677,Attend webinar,Education,Important,60,Friday,11:30,12:30,user1
2678,Chat with neighbors,Personal,Less Important,45,Monday,17:30,18:15,user1
2679,Explore new tools,Education,Important,60,Monday,9:45,10:45,user1
2680,Dinner with friends,Personal,Less Important,60,Thursday,18:15,19:15,user1
2681,Take notes from an eBook,Education,Important,30,Sunday,20:45,21:15,user1
2682,Online course session,Education,Important,45,Saturday,8:00,8:45,user1
2683,Stream live concert,Personal,Less Important,45,Monday,20:15,21:00,user1
2684,Listen to music,Personal,Less Important,45,Tuesday,19:45,20:30,user1
2685,Explore new tools,Education,Important,30,Saturday,13:00,13:30,user1
2686,Sketch a design,Personal,Normal,60,Monday,18:45,19:45,user1
2687,Hang out at a cafe,Personal,Less Important,45,Sunday,17:00,17:45,user1
2688,Evening walk,Personal,Normal,30,Monday,17:00,17:30,user1
2689,Watch online tutorial,Education,Important,60,Sunday,11:00,12:00,user1
2690,Respond to work emails,Work,More Important,30,Monday,9:15,9:45,user1
2691,Practice a new language,Education,Important,60,Friday,10:00,11:00,user1
2692,Evening walk,Personal,Normal,60,Wednesday,18:30,19:30,user1
2693,Clean the bathroom,Personal,Normal,30,Tuesday,14:15,14:45,user1
2694,Pick up package,Personal,More Important,60,Tuesday,11:15,12:15,user1
2695,Organize closet,Personal,Normal,30,Sunday,16:45,17:15,user1
2696,Read research paper,Education,Important,60,Friday,21:00,22:00,user1
2697,Read a technical article,Education,Important,45,Monday,20:15,21:00,user1
2698,Watch a movie,Personal,Less Important,30,Thursday,21:00,21:30,user1
2699,Home workout,Personal,Normal,45,Wednesday,7:45,8:30,user1
2700,Drop off donation,Personal,More Important,30,Friday,16:15,16:45,user1
2701,Visit the bank,Personal,More Important,60,Monday,9:00,10:00,user1
2702,Wash dishes,Personal,Normal,45,Sunday,14:45,15:30,user1
2703,Paint a picture,Personal,Normal,60,Friday,13:00,14:00,user1
2704,Respond to work emails,Work,More Important,45,Monday,11:30,12:15,user1
2705,Clean the bathroom,Personal,Normal,30,Friday,15:45,16:15,user1
2706,Sketch a design,Personal,Normal,45,Sunday,14:00,14:45,user1
2707,Test new software features,Work,More Important,60,Thursday,10:30,11:30,user1
2708,Test new software features,Work,More Important,60,Thursday,9:00,10:00,user1
2709,Buy stationery,Personal,More Important,45,Sunday,10:45,11:30,user1
2710,Vacuum the floor,Personal,Normal,45,Wednesday,17:45,18:30,user1
2711,Water the plants,Personal,Normal,30,Saturday,8:45,9:15,user1
2712,Evening walk,Personal,Normal,60,Tuesday,19:00,20:00,user1
2713,Take notes from an eBook,Education,Important,30,Monday,11:15,11:45,user1
2714,Prepare budget report,Work,More Important,60,Sunday,13:15,14:15,user1
2715,Do the laundry,Personal,Normal,45,Monday,17:15,18:00,user1
2716,Buy stationery,Personal,More Important,45,Wednesday,11:00,11:45,user1
2717,Test new software features,Work,More Important,45,Wednesday,10:45,11:30,user1
2718,Paint a picture,Personal,Normal,60,Sunday,13:45,14:45,user1
2719,Stream live concert,Personal,Less Important,60,Monday,21:45,22:45,user1
2720,Read research paper,Education,Important,60,Thursday,11:30,12:30,user1
2721,Buy stationery,Personal,More Important,45,Tuesday,11:30,12:15,user1
2722,Dinner with friends,Personal,Less Important,60,Sunday,21:30,22:30,user1
2723,Clean the bathroom,Personal,Normal,30,Tuesday,13:30,14:00,user1
2724,Swimming,Personal,Normal,30,Sunday,7:00,7:30,user1
2725,Mop the floor,Personal,Normal,45,Monday,15:45,16:30,user1
2726,Practice coding,Education,Important,60,Friday,21:45,22:45,user1
2727,Learn Python,Education,Important,60,Monday,10:30,11:30,user1
2728,Attend webinar,Education,Important,45,Monday,15:45,16:30,user1
2729,Reply to messages,Personal,Less Important,60,Tuesday,18:30,19:30,user1
2730,Read a technical article,Education,Important,30,Thursday,11:15,11:45,user1
2731,Create flashcards for revision,Education,More Important,60,Monday,18:45,19:45,user1
2732,Read research paper,Education,Important,60,Saturday,10:00,11:00,user1
2733,One-on-one with supervisor,Work,Important,30,Thursday,15:45,16:15,user1
2734,Learn Python,Education,Important,60,Tuesday,9:45,10:45,user1
2735,Attend a birthday party,Personal,Less Important,45,Friday,17:15,18:00,user1
2736,Yoga session,Personal,Normal,30,Thursday,7:45,8:15,user1
2737,Join online group chat,Personal,Less Important,30,Thursday,20:30,21:00,user1
2738,Review lecture notes,Education,More Important,45,Tuesday,8:00,8:45,user1
2739,Clean the bathroom,Personal,Normal,45,Saturday,11:30,12:15,user1
2740,Code review session,Work,More Important,30,Saturday,11:30,12:00,user1
2741,Mop the floor,Personal,Normal,30,Thursday,12:15,12:45,user1
2742,Design a presentation,Work,More Important,30,Sunday,15:45,16:15,user1
2743,Water the plants,Personal,Normal,45,Saturday,8:30,9:15,user1
2744,Watch online tutorial,Education,Important,30,Saturday,15:30,16:00,user1
2745,Code review session,Work,More Important,45,Thursday,14:00,14:45,user1
2746,Write a summary of today's learnings,Education,More Important,30,Tuesday,14:15,14:45,user1
2747,Chat with neighbors,Personal,Less Important,30,Sunday,18:00,18:30,user1
2748,Stretching session,Personal,Normal,30,Sunday,7:30,8:00,user1
2749,Take online quiz,Education,More Important,45,Monday,20:30,21:15,user1
2750,Yoga session,Personal,Normal,30,Monday,6:00,6:30,user1
2751,Dust shelves,Personal,Normal,60,Wednesday,16:30,17:30,user1
2752,Attend a birthday party,Personal,Less Important,45,Monday,18:00,18:45,user1
2753,Buy stationery,Personal,More Important,30,Thursday,16:30,17:00,user1
2754,Make a scrapbook,Personal,Normal,60,Sunday,18:00,19:00,user1
2755,Water the plants,Personal,Normal,30,Monday,8:30,9:00,user1
2756,Review lecture notes,Education,More Important,60,Thursday,15:00,16:00,user1
2757,Practice a new language,Education,Important,45,Monday,11:45,12:30,user1
2758,Write short story,Personal,Normal,30,Sunday,10:30,11:00,user1
2759,Renew ID card,Personal,More Important,30,Thursday,13:30,14:00,user1
2760,Practice a new language,Education,Important,60,Friday,8:45,9:45,user1
2761,Mop the floor,Personal,Normal,60,Friday,13:15,14:15,user1
2762,Write short story,Personal,Normal,60,Tuesday,16:15,17:15,user1
2763,Code review session,Work,More Important,45,Thursday,11:45,12:30,user1
2764,Team meeting,Work,Important,30,Monday,10:15,10:45,user1
2765,Watch a stand-up comedy,Personal,Less Important,45,Sunday,20:45,21:30,user1
2766,Project sync-up,Work,Important,30,Wednesday,10:00,10:30,user1
2767,Design a presentation,Work,More Important,60,Monday,14:15,15:15,user1
2768,Renew ID card,Personal,More Important,30,Saturday,9:15,9:45,user1
2769,Reply to messages,Personal,Less Important,45,Sunday,19:15,20:00,user1
2770,Renew ID card,Personal,More Important,45,Sunday,14:15,15:00,user1
2771,Prepare budget report,Work,More Important,60,Saturday,9:00,10:00,user1
2772,Plan weekend gathering,Personal,Less Important,30,Tuesday,14:30,15:00,user1
2773,Take online quiz,Education,More Important,60,Sunday,17:45,18:45,user1
2774,Mail documents,Personal,More Important,30,Wednesday,12:45,13:15,user1
2775,Watch a movie,Personal,Less Important,60,Sunday,20:30,21:30,user1
2776,Watch online tutorial,Education,Important,45,Tuesday,16:30,17:15,user1
2777,Evening gym workout,Personal,Normal,60,Tuesday,19:00,20:00,user1
2778,Read research paper,Education,Important,45,Sunday,21:00,21:45,user1
2779,Write a blog post,Personal,Normal,60,Sunday,17:00,18:00,user1
2780,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1
2781,Wash dishes,Personal,Normal,30,Saturday,14:45,15:15,user1
2782,Drop off donation,Personal,More Important,45,Monday,10:00,10:45,user1
2783,Coffee with a friend,Personal,Less Important,45,Sunday,17:00,17:45,user1
2784,Update project status,Work,More Important,60,Monday,13:00,14:00,user1
2785,Online course session,Education,Important,60,Thursday,11:45,12:45,user1
2786,Watch online tutorial,Education,Important,45,Tuesday,13:30,14:15,user1
2787,Respond to work emails,Work,More Important,45,Friday,16:00,16:45,user1
2788,Sketch a design,Personal,Normal,60,Tuesday,18:00,19:00,user1
2789,Solve math problems,Education,More Important,60,Wednesday,20:00,21:00,user1
2790,Listen to music,Personal,Less Important,30,Thursday,20:45,21:15,user1
2791,Swimming,Personal,Normal,45,Thursday,8:30,9:15,user1
2792,Learn Python,Education,Important,60,Saturday,12:45,13:45,user1
2793,Play guitar,Personal,Normal,60,Tuesday,20:15,21:15,user1
2794,Read a book,Education,More Important,30,Wednesday,13:15,13:45,user1
2795,Read a book,Education,More Important,30,Tuesday,16:00,16:30,user1
2796,Hang out at a cafe,Personal,Less Important,30,Friday,17:45,18:15,user1
2797,Create flashcards for revision,Education,More Important,30,Friday,18:45,19:15,user1
2798,Solve math problems,Education,More Important,60,Monday,14:00,15:00,user1
2799,Practice coding,Education,Important,45,Thursday,19:15,20:00,user1
2800,Read research paper,Education,Important,30,Monday,20:00,20:30,user1
2801,Create flashcards for revision,Education,More Important,45,Wednesday,10:00,10:45,user1
2802,Project sync-up,Work,Important,45,Tuesday,10:45,11:30,user1
2803,Record a song,Personal,Normal,45,Sunday,19:45,20:30,user1
2804,Plan weekend gathering,Personal,Less Important,60,Monday,17:15,18:15,user1
2805,Play guitar,Personal,Normal,45,Thursday,18:45,19:30,user1
2806,Reply to messages,Personal,Less Important,30,Thursday,20:15,20:45,user1
2807,Watch a movie,Personal,Less Important,45,Tuesday,18:15,19:00,user1
2808,Get a haircut,Personal,More Important,60,Saturday,16:45,17:45,user1
2809,Clean the bathroom,Personal,Normal,60,Saturday,17:45,18:45,user1
2810,Hang out at a cafe,Personal,Less Important,45,Thursday,15:00,15:45,user1
2811,Summarize a chapter,Education,More Important,45,Sunday,10:00,10:45,user1
2812,Record a song,Personal,Normal,60,Saturday,18:00,19:00,user1
2813,Call family,Personal,Less Important,45,Friday,19:15,20:00,user1
2814,Explore new tools,Education,Important,45,Saturday,16:30,17:15,user1
2815,Visit pharmacy,Personal,More Important,30,Tuesday,16:30,17:00,user1
2816,Project sync-up,Work,Important,60,Friday,13:00,14:00,user1
2817,Prepare budget report,Work,More Important,60,Wednesday,15:45,16:45,user1
2818,Respond to work emails,Work,More Important,30,Monday,13:15,13:45,user1
2819,Prepare budget report,Work,More Important,60,Sunday,15:15,16:15,user1
2820,Listen to music,Personal,Less Important,45,Friday,19:45,20:30,user1
2821,Read a technical article,Education,Important,30,Sunday,15:45,16:15,user1
2822,Water the plants,Personal,Normal,30,Friday,9:45,10:15,user1
2823,Edit a short video,Personal,Normal,60,Saturday,20:30,21:30,user1
2824,Attend webinar,Education,Important,45,Tuesday,14:45,15:30,user1
2825,Read comics,Personal,Less Important,45,Tuesday,18:15,19:00,user1
2826,Read comics,Personal,Less Important,60,Monday,20:45,21:45,user1
2827,Edit a short video,Personal,Normal,45,Friday,17:30,18:15,user1
2828,Take online quiz,Education,More Important,60,Saturday,17:30,18:30,user1
2829,Grocery shopping,Personal,More Important,60,Saturday,11:30,12:30,user1
2830,Take notes from an eBook,Education,Important,30,Thursday,19:15,19:45,user1
2831,Mail documents,Personal,More Important,60,Friday,11:15,12:15,user1
2832,Write a poem,Personal,Normal,45,Sunday,12:30,13:15,user1
2833,Read a book,Education,More Important,60,Sunday,12:00,13:00,user1
2834,Grocery shopping,Personal,More Important,45,Wednesday,17:15,18:00,user1
2835,Weekly team briefing,Work,Important,60,Sunday,10:00,11:00,user1
2836,Drop off donation,Personal,More Important,60,Wednesday,10:15,11:15,user1
2837,Renew ID card,Personal,More Important,45,Monday,11:45,12:30,user1
2838,Practice coding,Education,Important,30,Monday,12:00,12:30,user1
2839,Yoga session,Personal,Normal,60,Friday,7:00,8:00,user1
2840,Watch a stand-up comedy,Personal,Less Important,60,Monday,20:45,21:45,user1
2841,Drop off donation,Personal,More Important,60,Tuesday,9:00,10:00,user1
2842,Drop off donation,Personal,More Important,30,Friday,9:15,9:45,user1
2843,Read a book,Education,More Important,60,Friday,13:45,14:45,user1
2844,Organize closet,Personal,Normal,45,Sunday,18:30,19:15,user1
2845,Paint a picture,Personal,Normal,60,Tuesday,14:30,15:30,user1
2846,Watch a stand-up comedy,Personal,Less Important,45,Saturday,21:30,22:15,user1
2847,Mop the floor,Personal,Normal,45,Saturday,14:30,15:15,user1
2848,Write report,Work,More Important,45,Monday,9:00,9:45,user1
2849,Jogging,Personal,Normal,45,Saturday,5:30,6:15,user1
2850,Explore new tools,Education,Important,30,Tuesday,10:30,11:00,user1
2851,Read comics,Personal,Less Important,45,Sunday,21:30,22:15,user1
2852,Play games,Personal,Less Important,30,Monday,18:45,19:15,user1
2853,Watch online tutorial,Education,Important,30,Tuesday,17:30,18:00,user1
2854,Write short story,Personal,Normal,30,Sunday,17:15,17:45,user1
2855,Complete a coding challenge,Education,Important,60,Friday,11:30,12:30,user1
2856,Take online quiz,Education,More Important,45,Monday,20:45,21:30,user1
2857,Evening walk,Personal,Normal,30,Friday,19:00,19:30,user1
2858,Organize closet,Personal,Normal,30,Saturday,16:30,17:00,user1
2859,Join online group chat,Personal,Less Important,30,Friday,21:45,22:15,user1
2860,Chat with neighbors,Personal,Less Important,30,Sunday,18:45,19:15,user1
2861,Make a scrapbook,Personal,Normal,60,Wednesday,14:00,15:00,user1
2862,Visit the bank,Personal,More Important,45,Saturday,10:15,11:00,user1
2863,Weekly team briefing,Work,Important,45,Friday,9:00,9:45,user1
2864,Design a presentation,Work,More Important,45,Sunday,12:15,13:00,user1
2865,Weekly team briefing,Work,Important,30,Thursday,10:15,10:45,user1
2866,Watch online tutorial,Education,Important,30,Monday,15:15,15:45,user1
2867,Coffee with a friend,Personal,Less Important,60,Sunday,16:15,17:15,user1
2868,Attend webinar,Education,Important,30,Sunday,16:45,17:15,user1
2869,Attend webinar,Education,Important,60,Friday,12:30,13:30,user1
2870,Read a technical article,Education,Important,45,Friday,19:15,20:00,user1
2871,Solve math problems,Education,More Important,30,Thursday,19:45,20:15,user1
2872,Coffee with a friend,Personal,Less Important,60,Sunday,14:15,15:15,user1
2873,Plan weekend gathering,Personal,Less Important,30,Sunday,17:00,17:30,user1
2874,Take online quiz,Education,More Important,30,Saturday,15:15,15:45,user1
2875,Clean the kitchen,Personal,Normal,60,Thursday,12:15,13:15,user1
2876,Summarize a chapter,Education,More Important,60,Wednesday,16:45,17:45,user1
2877,Read a book,Education,More Important,45,Monday,15:45,16:30,user1
2878,Read a technical article,Education,Important,60,Wednesday,12:30,13:30,user1
2879,Solve math problems,Education,More Important,45,Monday,20:30,21:15,user1
2880,Watch a movie,Personal,Less Important,45,Tuesday,18:45,19:30,user1
2881,Update project status,Work,More Important,60,Saturday,12:00,13:00,user1
2882,Write report,Work,More Important,60,Friday,13:45,14:45,user1
2883,Learn Python,Education,Important,45,Saturday,14:30,15:15,user1
2884,Mail documents,Personal,More Important,60,Tuesday,16:15,17:15,user1
2885,Join an online gaming session,Personal,Less Important,30,Sunday,19:00,19:30,user1
2886,Watch a movie,Personal,Less Important,60,Sunday,19:15,20:15,user1
2887,Strategy discussion,Work,Important,60,Sunday,11:00,12:00,user1
2888,Hang out at a cafe,Personal,Less Important,60,Tuesday,17:15,18:15,user1
2889,Stretching session,Personal,Normal,30,Monday,7:45,8:15,user1
2890,Vacuum the floor,Personal,Normal,45,Saturday,10:15,11:00,user1
2891,Solve math problems,Education,More Important,60,Thursday,18:00,19:00,user1
2892,Watch a stand-up comedy,Personal,Less Important,45,Tuesday,19:45,20:30,user1
2893,Watch a stand-up comedy,Personal,Less Important,45,Thursday,19:00,19:45,user1
2894,Chat with neighbors,Personal,Less Important,30,Saturday,18:45,19:15,user1
2895,Practice a new language,Education,Important,30,Sunday,10:45,11:15,user1
2896,Plan weekend gathering,Personal,Less Important,45,Friday,16:45,17:30,user1
2897,Record a song,Personal,Normal,45,Sunday,17:15,18:00,user1
2898,Vacuum the floor,Personal,Normal,60,Sunday,14:30,15:30,user1
2899,Join online group chat,Personal,Less Important,60,Friday,21:30,22:30,user1
2900,Listen to music,Personal,Less Important,45,Saturday,21:15,22:00,user1
2901,Dinner with friends,Personal,Less Important,60,Saturday,19:00,20:00,user1
2902,Read a technical article,Education,Important,60,Thursday,14:30,15:30,user1
2903,Attend a birthday party,Personal,Less Important,60,Monday,19:00,20:00,user1
2904,Attend a birthday party,Personal,Less Important,60,Tuesday,19:15,20:15,user1
2905,Renew ID card,Personal,More Important,45,Wednesday,11:30,12:15,user1
2906,Read a book,Education,More Important,60,Thursday,10:45,11:45,user1
2907,Renew ID card,Personal,More Important,45,Thursday,10:45,11:30,user1
2908,Evening walk,Personal,Normal,45,Wednesday,18:15,19:00,user1
2909,Yoga session,Personal,Normal,45,Sunday,6:45,7:30,user1
2910,Organize closet,Personal,Normal,30,Monday,11:45,12:15,user1
2911,Evening gym workout,Personal,Normal,45,Thursday,18:15,19:00,user1
2912,Watch a movie,Personal,Less Important,45,Wednesday,19:15,20:00,user1
2913,Watch YouTube,Personal,Less Important,30,Monday,22:15,22:45,user1
2914,Clean the bathroom,Personal,Normal,60,Thursday,12:00,13:00,user1
2915,Explore new tools,Education,Important,60,Wednesday,11:00,12:00,user1
2916,Drop off donation,Personal,More Important,30,Monday,16:45,17:15,user1
2917,Grocery shopping,Personal,More Important,45,Sunday,13:30,14:15,user1
2918,Get a haircut,Personal,More Important,60,Sunday,12:00,13:00,user1
2919,Client discussion,Work,Important,30,Sunday,12:00,12:30,user1
2920,Sketch a design,Personal,Normal,60,Saturday,16:00,17:00,user1
2921,Explore new tools,Education,Important,60,Tuesday,12:30,13:30,user1
2922,Strategy discussion,Work,Important,45,Sunday,11:15,12:00,user1
2923,Cycling,Personal,Normal,60,Tuesday,5:45,6:45,user1
2924,Evening gym workout,Personal,Normal,30,Wednesday,17:00,17:30,user1
2925,Vacuum the floor,Personal,Normal,60,Sunday,10:15,11:15,user1
2926,Organize closet,Personal,Normal,60,Saturday,18:30,19:30,user1
2927,Renew ID card,Personal,More Important,60,Wednesday,11:15,12:15,user1
2928,Create flashcards for revision,Education,More Important,45,Saturday,13:30,14:15,user1
2929,Attend a birthday party,Personal,Less Important,30,Monday,17:15,17:45,user1
2930,Buy stationery,Personal,More Important,30,Monday,11:00,11:30,user1
2931,Do the laundry,Personal,Normal,45,Saturday,10:30,11:15,user1
2932,Prepare budget report,Work,More Important,30,Wednesday,9:30,10:00,user1
2933,Yoga session,Personal,Normal,45,Monday,7:30,8:15,user1
2934,Write short story,Personal,Normal,45,Monday,16:30,17:15,user1
2935,Join online group chat,Personal,Less Important,30,Friday,20:00,20:30,user1
2936,Wash dishes,Personal,Normal,30,Wednesday,18:45,19:15,user1
2937,Coffee with a friend,Personal,Less Important,60,Monday,17:30,18:30,user1
2938,Attend a birthday party,Personal,Less Important,60,Sunday,17:00,18:00,user1
2939,Sketch a design,Personal,Normal,30,Monday,18:00,18:30,user1
2940,Mop the floor,Personal,Normal,45,Tuesday,14:45,15:30,user1
2941,Pick up package,Personal,More Important,30,Friday,15:45,16:15,user1
2942,Renew ID card,Personal,More Important,45,Wednesday,9:00,9:45,user1
2943,Stream live concert,Personal,Less Important,60,Tuesday,20:45,21:45,user1
2944,Explore new tools,Education,Important,60,Wednesday,15:15,16:15,user1
2945,Code review session,Work,More Important,45,Monday,14:45,15:30,user1
2946,Clean the bathroom,Personal,Normal,60,Friday,14:00,15:00,user1
2947,Call family,Personal,Less Important,30,Saturday,18:45,19:15,user1
2948,Weekly team briefing,Work,Important,60,Monday,10:30,11:30,user1
2949,Join online group chat,Personal,Less Important,60,Wednesday,20:00,21:00,user1
2950,Practice a new language,Education,Important,60,Sunday,16:15,17:15,user1
2951,Prepare budget report,Work,More Important,45,Monday,11:45,12:30,user1
2952,Stream live concert,Personal,Less Important,60,Monday,20:00,21:00,user1
2953,Design a presentation,Work,More Important,30,Tuesday,12:00,12:30,user1
2954,Paint a picture,Personal,Normal,30,Tuesday,15:00,15:30,user1
2955,Client discussion,Work,Important,45,Saturday,12:15,13:00,user1
2956,Do the laundry,Personal,Normal,45,Wednesday,11:45,12:30,user1
2957,Coffee with a friend,Personal,Less Important,45,Thursday,15:00,15:45,user1
2958,Get a haircut,Personal,More Important,30,Wednesday,16:45,17:15,user1
2959,Vacuum the floor,Personal,Normal,45,Sunday,17:30,18:15,user1
2960,Jogging,Personal,Normal,30,Friday,6:30,7:00,user1
2961,Coffee with a friend,Personal,Less Important,30,Monday,17:00,17:30,user1
2962,Pick up package,Personal,More Important,45,Wednesday,12:30,13:15,user1
2963,Watch a stand-up comedy,Personal,Less Important,30,Monday,20:30,21:00,user1
2964,Product demo with client,Work,Important,60,Sunday,12:45,13:45,user1
