TaskID,TaskName,Type,Importance,Duration,DayOfWeek,StartTime,EndTime,UserID,PreferredTime
4913,Explore new tools,Education,Important,30,Tuesday,14:00,14:30,user1,Afternoon
4914,Practice a new language,Education,Important,30,Sunday,10:45,11:15,user1,Morning
4915,Donate old clothes,Personal,Normal,60,Tuesday,16:00,17:00,user1,Afternoon
4916,Practice a musical instrument,Personal,Normal,60,Sunday,17:30,18:30,user1,Afternoon
4917,Record a song,Personal,Normal,60,Thursday,19:30,20:30,user1,Evening
4918,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1,Morning
4919,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1,Afternoon
4920,Listen to music,Personal,Less Important,60,Wednesday,19:45,20:45,user1,Evening
4921,Reading,Personal,Less Important,82,Saturday,5:00,6:22,user1,Morning
4922,Client discussion,Work,Important,45,Saturday,13:15,14:00,user1,Afternoon
4923,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1,Evening
4924,Practice coding,Education,Important,30,Thursday,15:15,15:45,user1,Afternoon
4925,Read research paper,Education,Important,30,Saturday,10:30,11:00,user1,Morning
4926,Make a list of groceries,Personal,Normal,10,Wednesday,16:00,16:10,user1,Afternoon
4927,Stretching session,Personal,Normal,45,Wednesday,6:45,7:30,user1,Morning
4928,Clear notifications,Personal,Less Important,5,Friday,15:40,15:45,user1,Afternoon
4929,Take a power nap,Personal,Less Important,20,Thursday,14:00,14:20,user1,Afternoon
4930,Mop the floor,Personal,Normal,60,Friday,13:15,14:15,user1,Afternoon
4931,Join an online gaming session,Personal,Less Important,45,Friday,19:15,20:00,user1,Evening
4932,Host a podcast episode,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
4933,Create flashcards for revision,Education,Very Important,30,Friday,18:45,19:15,user1,Evening
4934,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
4935,Renew ID card,Personal,Very Important,45,Monday,11:45,12:30,user1,Morning
4936,Complete a coding challenge,Education,Important,30,Wednesday,17:00,17:30,user1,Afternoon
4937,Go to work,Work,Very Important,60,Wednesday,9:30,10:30,user1,Morning
4938,Reading,Work,Important,103,Wednesday,0:00,1:43,user1,Evening
4939,Review monthly budget,Personal,Important,45,Wednesday,19:30,20:15,user1,Evening
4940,Exercise,Personal,Less Important,45,Wednesday,6:30,7:15,user1,Morning
4941,Meal prep for the week,Personal,Normal,90,Friday,17:30,19:00,user1,Afternoon
4942,Send a message,Personal,Less Important,10,Monday,23:20,23:30,user1,Evening
4943,Grocery shopping,Personal,Very Important,60,Saturday,12:30,13:30,user1,Afternoon
4944,Grocery Shopping,Work,Very Important,43,Friday,7:00,7:43,user1,Morning
4945,Buy stationery,Personal,Very Important,60,Wednesday,12:00,13:00,user1,Afternoon
4946,Watch a livestream,Personal,Less Important,60,Monday,19:00,20:00,user1,Evening
4947,Read the news,Personal,Normal,20,Tuesday,7:00,7:20,user1,Morning
4948,Yoga,Personal,Important,22,Sunday,13:00,13:22,user1,Afternoon
4949,Clean the house,Personal,Normal,60,Wednesday,9:15,10:15,user1,Morning
4950,Visit a museum,Personal,Normal,120,Thursday,10:00,12:00,user1,Morning
4951,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
4952,Visit the library,Education,Normal,60,Sunday,14:30,15:30,user1,Afternoon
4953,Plan for the new week,Work,Important,45,Monday,8:00,8:45,user1,Morning
4954,Practice a new language,Education,Important,45,Wednesday,15:30,16:15,user1,Afternoon
4955,Take photos,Personal,Less Important,30,Sunday,17:00,17:30,user1,Afternoon
4956,exercise,Personal,Less Important,45,Wednesday,6:30,7:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
4957,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1,Morning
4958,Hang out with friends,Personal,Normal,120,Thursday,18:15,20:15,user1,Evening
4959,Meeting,Work,Very Important,82,Thursday,20:00,21:22,user1,Evening
4960,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
4961,Organize closet,Personal,Normal,30,Thursday,12:45,13:15,user1,Afternoon
4962,Try a new recipe,Personal,Normal,45,Wednesday,18:30,19:15,user1,Evening
4963,Attend a book club meeting,Personal,Important,90,Saturday,17:00,18:30,user1,Afternoon
4964,Write a summary of today's learnings,Education,Very Important,30,Tuesday,15:30,16:00,user1,Afternoon
4965,Attend a seminar on technology trends,Education,Very Important,120,Monday,14:00,16:00,user1,Afternoon
4966,One-on-one with supervisor,Work,Important,60,Tuesday,13:30,14:30,user1,Afternoon
4967,Take a long walk,Personal,Less Important,45,Thursday,7:30,8:15,user1,Morning
4968,Record a song,Personal,Normal,60,Tuesday,17:00,18:00,user1,Afternoon
4969,Go shopping,Personal,Normal,60,Thursday,16:00,17:00,user1,Afternoon
4970,exercise,Personal,Less Important,45,Monday,6:45,7:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
4971,Project sync-up,Work,Important,30,Thursday,10:45,11:15,user1,Morning
4972,Chat with neighbors,Personal,Less Important,60,Monday,18:30,19:30,user1,Evening
4973,Check social media,Personal,Less Important,10,Thursday,15:30,15:40,user1,Afternoon
4974,Clean the kitchen,Personal,Normal,45,Tuesday,11:15,12:00,user1,Morning
4975,Stream live concert,Personal,Less Important,60,Friday,21:15,22:15,user1,Evening
4976,writing,Personal,Very Important,25,Wednesday,2:00,2:25,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
4977,Learn new software,Education,Important,120,Monday,9:00,11:00,user1,Morning
4978,Listen to music,Personal,Less Important,30,Thursday,20:45,21:15,user1,Evening
4979,Wash dishes,Personal,Normal,15,Monday,19:30,19:45,user1,Evening
4980,Prepare lecture,Work,Important,90,Thursday,13:30,15:00,user1,Afternoon
4981,Clean the room,Personal,Normal,30,Monday,11:30,12:00,user1,Morning
4982,Prepare budget report,Work,Very Important,60,Saturday,9:45,10:45,user1,Morning
4983,Yoga session,Personal,Normal,30,Monday,6:00,6:30,user1,Morning
4984,Take notes from an eBook,Education,Important,30,Thursday,19:15,19:45,user1,Evening
4985,Write a poem,Personal,Less Important,30,Sunday,18:30,19:00,user1,Evening
4986,Weekly team briefing,Work,Important,45,Thursday,9:45,10:30,user1,Morning
4987,Join an online gaming session,Personal,Less Important,45,Thursday,20:15,21:00,user1,Evening
4988,Reply to messages,Personal,Normal,15,Friday,15:00,15:15,user1,Afternoon
4989,Read a book,Personal,Normal,60,Wednesday,20:15,21:15,user1,Evening
4990,Organize closet,Personal,Normal,60,Saturday,18:30,19:30,user1,Evening
4991,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1,Morning
4992,Prepare lecture,Work,Important,90,Tuesday,13:45,15:15,user1,Afternoon
4993,Visit the bank,Personal,Very Important,30,Friday,10:30,11:00,user1,Morning
4994,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
4995,Meeting with client,Work,Very Important,60,Monday,9:00,10:00,user1,Morning
4996,Mail documents,Personal,Very Important,60,Friday,11:15,12:15,user1,Morning
4997,Check email,Work,Normal,15,Thursday,8:00,9:15,user1,Morning
4998,Take online quiz,Education,Very Important,45,Saturday,18:45,19:30,user1,Evening
4999,Yoga session,Personal,Normal,45,Tuesday,7:00,7:45,user1,Morning
5000,Writing,Personal,Very Important,79,Tuesday,2:00,3:19,user1,Evening
5001,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
5002,Plan weekend gathering,Personal,Less Important,45,Friday,16:45,17:30,user1,Afternoon
5003,Listen to music,Personal,Less Important,45,Sunday,18:30,19:15,user1,Evening
5004,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1,Afternoon
5005,Learn programming,Education,Very Important,90,Tuesday,19:15,20:45,user1,Evening
5006,Evening walk,Personal,Normal,60,Thursday,19:45,20:45,user1,Evening
5007,Do the laundry,Personal,Normal,45,Wednesday,11:45,12:30,user1,Morning
5008,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5009,Go to work,Work,Very Important,60,Monday,8:30,9:30,user1,Morning
5010,Read a book,Personal,Normal,30,Wednesday,7:15,7:45,user1,Morning
5011,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5012,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
5013,Weekly team briefing,Work,Important,60,Wednesday,9:30,10:30,user1,Morning
5014,Clean the kitchen,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
5015,Email Responses,Personal,Less Important,23,Sunday,16:00,16:23,user1,Afternoon
5016,Stream live concert,Personal,Less Important,30,Wednesday,21:30,22:00,user1,Evening
5017,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1,Morning
5018,Complete a coding challenge,Education,Important,60,Saturday,19:15,20:15,user1,Evening
5019,Water the plants,Personal,Normal,10,Saturday,7:30,7:40,user1,Morning
5020,Take online quiz,Education,Very Important,30,Saturday,13:45,14:15,user1,Afternoon
5021,Get a haircut,Personal,Very Important,60,Monday,11:00,12:00,user1,Morning
5022,Plan weekend gathering,Personal,Less Important,60,Friday,16:00,17:00,user1,Afternoon
5023,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
5024,Evening walk,Personal,Normal,30,Tuesday,17:00,17:30,user1,Afternoon
5025,Sketch a design,Personal,Normal,45,Thursday,14:00,14:45,user1,Afternoon
5026,Read a technical article,Education,Important,45,Tuesday,18:15,19:00,user1,Evening
5027,Write a poem,Personal,Normal,30,Wednesday,11:15,11:45,user1,Morning
5028,Write a blog post,Personal,Normal,60,Sunday,16:00,17:00,user1,Afternoon
5029,Do laundry,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
5030,Respond to work emails,Work,Very Important,30,Thursday,16:30,17:00,user1,Afternoon
5031,Take notes from an eBook,Education,Important,60,Friday,14:45,15:45,user1,Afternoon
5032,Buy stationery,Personal,Very Important,45,Wednesday,12:45,13:30,user1,Afternoon
5033,Renew ID card,Personal,Very Important,60,Sunday,10:30,11:30,user1,Morning
5034,Sketch a design,Personal,Normal,30,Monday,18:00,18:30,user1,Evening
5035,Organize desk,Work,Normal,10,Monday,10:15,10:25,user1,Morning
5036,Client discussion,Work,Important,30,Thursday,10:15,10:45,user1,Morning
5037,Weekly team briefing,Work,Important,30,Monday,10:15,10:45,user1,Morning
5038,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
5039,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
5040,Take notes from an eBook,Education,Important,45,Wednesday,16:45,17:30,user1,Afternoon
5041,Make a to-do list for the day,Personal,Normal,10,Saturday,7:20,7:30,user1,Morning
5042,Solve math problems,Education,Very Important,60,Thursday,18:00,19:00,user1,Evening
5043,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
5044,Rest,Personal,Less Important,30,Tuesday,13:00,13:30,user1,Afternoon
5045,Read a book,Personal,Normal,60,Friday,20:00,21:00,user1,Evening
5046,Reply to messages,Personal,Less Important,60,Thursday,21:00,22:00,user1,Evening
5047,Mop the floor,Personal,Normal,45,Saturday,14:30,15:15,user1,Afternoon
5048,Clean the bathroom,Personal,Normal,60,Thursday,12:00,13:00,user1,Afternoon
5049,Read research paper,Education,Important,45,Wednesday,21:00,21:45,user1,Evening
5050,Family dinner,Personal,Important,90,Friday,19:00,20:30,user1,Evening
5051,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1,Morning
5052,Pack lunch,Personal,Normal,15,Thursday,7:30,7:45,user1,Morning
5053,Call family,Personal,Less Important,45,Sunday,18:45,19:30,user1,Evening
5054,Grocery Shopping,Personal,Important,50,Sunday,1:00,1:50,user1,Evening
5055,Write report,Work,Important,90,Thursday,10:30,12:00,user1,Morning
5056,Plan a creative project,Personal,Normal,60,Wednesday,18:00,19:00,user1,Evening
5057,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5058,Cross-department alignment,Work,Important,30,Thursday,11:00,11:30,user1,Morning
5059,Vacuum the floor,Personal,Normal,60,Sunday,14:30,15:30,user1,Afternoon
5060,Organize desk,Work,Normal,15,Tuesday,8:30,8:45,user1,Morning
5061,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1,Morning
5062,Call a friend,Personal,Normal,20,Wednesday,18:00,18:20,user1,Evening
5063,Mop the floor,Personal,Normal,30,Sunday,17:00,17:30,user1,Afternoon
5064,Read comics,Personal,Less Important,30,Tuesday,19:45,20:15,user1,Evening
5065,Evening walk,Personal,Normal,60,Tuesday,17:45,18:45,user1,Afternoon
5066,plan trip,Personal,Important,90,Thursday,14:00,15:30,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
5067,Take a short walk,Personal,Less Important,10,Monday,12:00,12:10,user1,Afternoon
5068,Write short story,Personal,Normal,45,Wednesday,10:15,11:00,user1,Morning
5069,Water the plants,Personal,Normal,30,Monday,7:00,7:30,user1,Morning
5070,Wash dishes,Personal,Normal,30,Wednesday,15:15,15:45,user1,Afternoon
5071,Check calendar,Work,Normal,10,Friday,8:15,8:25,user1,Morning
5072,Plan a weekend trip,Personal,Normal,30,Tuesday,20:30,21:00,user1,Evening
5073,Grocery shopping,Personal,Normal,60,Sunday,10:00,11:00,user1,Morning
5074,Join online group chat,Personal,Less Important,30,Friday,21:45,22:15,user1,Evening
5075,Hang out at a cafe,Personal,Less Important,45,Wednesday,15:00,15:45,user1,Afternoon
5076,Cook dinner,Personal,Normal,60,Sunday,19:45,20:45,user1,Evening
5077,Play guitar,Personal,Normal,45,Wednesday,17:30,18:15,user1,Afternoon
5078,Play games,Personal,Less Important,60,Tuesday,20:00,21:00,user1,Evening
5079,Organize photos,Personal,Less Important,30,Wednesday,14:00,14:30,user1,Afternoon
5080,Meeting with client,Work,Very Important,60,Friday,9:15,10:15,user1,Morning
5081,Chat with neighbors,Personal,Less Important,60,Monday,17:00,18:00,user1,Afternoon
5082,Solve math problems,Education,Very Important,30,Thursday,19:45,20:15,user1,Evening
5083,Pay bills,Personal,Important,30,Friday,18:00,18:30,user1,Evening
5084,Join an online gaming session,Personal,Less Important,60,Tuesday,19:45,20:45,user1,Evening
5085,Take a hot bath,Personal,Normal,30,Wednesday,20:00,20:30,user1,Evening
5086,Meet new people,Social,Normal,60,Tuesday,15:00,16:00,user1,Afternoon
5087,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1,Morning
5088,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
5089,Garden,Personal,Normal,60,Friday,16:30,17:30,user1,Afternoon
5090,Grocery Shopping,Work,Very Important,41,Monday,14:00,14:41,user1,Afternoon
5091,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1,Evening
5092,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1,Evening
5093,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
5094,Research new skills to learn,Education,Important,90,Tuesday,14:00,15:30,user1,Afternoon
5095,Paint a picture,Personal,Normal,60,Sunday,13:45,14:45,user1,Afternoon
5096,Dust shelves,Personal,Normal,60,Wednesday,16:30,17:30,user1,Afternoon
5097,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5098,Read a book,Personal,Normal,60,Tuesday,20:15,21:15,user1,Evening
5099,Grocery Shopping,Personal,Important,66,Wednesday,1:00,2:06,user1,Evening
5100,Take a break,Personal,Less Important,10,Wednesday,9:45,9:55,user1,Morning
5101,Play with pets,Personal,Normal,30,Saturday,14:50,15:20,user1,Afternoon
5102,Take online quiz,Education,Very Important,60,Wednesday,17:30,18:30,user1,Afternoon
5103,Check work updates,Work,Normal,20,Tuesday,20:00,20:20,user1,Evening
5104,Set alarms,Personal,Normal,5,Tuesday,22:30,22:35,user1,Evening
5105,Exercise,Personal,Important,45,Wednesday,8:35,9:20,user1,Morning
5106,Water the plants,Personal,Normal,45,Thursday,8:45,9:30,user1,Morning
5107,Check social media,Personal,Less Important,10,Thursday,15:30,15:40,user1,Afternoon
5108,Work group meeting,Work,Very Important,60,Tuesday,11:00,12:00,user1,Morning
5109,Mail documents,Personal,Very Important,45,Sunday,16:00,16:45,user1,Afternoon
5110,Clean the kitchen,Personal,Normal,30,Friday,19:00,19:30,user1,Evening
5111,Client discussion,Work,Important,60,Sunday,10:30,11:30,user1,Morning
5112,Compose music,Personal,Normal,60,Sunday,15:30,16:30,user1,Afternoon
5113,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
5114,Visit pharmacy,Personal,Very Important,60,Monday,13:15,14:15,user1,Afternoon
5115,Do crafts,Personal,Less Important,60,Sunday,16:30,17:30,user1,Afternoon
5116,Learn new software,Education,Important,120,Monday,9:00,11:00,user1,Morning
5117,Write a blog post,Personal,Normal,60,Saturday,15:45,16:45,user1,Afternoon
5118,Morning coffee break,Personal,Normal,15,Saturday,10:00,10:15,user1,Morning
5119,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5120,Weekly team briefing,Work,Important,45,Thursday,9:30,10:15,user1,Morning
5121,Write report,Work,Important,90,Tuesday,10:45,12:15,user1,Morning
5122,Yoga,Personal,Less Important,87,Thursday,21:00,22:27,user1,Evening
5123,Go to the supermarket,Personal,Normal,30,Tuesday,16:00,16:30,user1,Afternoon
5124,Write a poem,Personal,Normal,30,Tuesday,14:15,14:45,user1,Afternoon
5125,Jogging,Personal,Normal,30,Monday,5:30,6:00,user1,Morning
5126,Hang out at a cafe,Personal,Less Important,60,Sunday,16:45,17:45,user1,Afternoon
5127,Have a cup of tea,Personal,Normal,15,Wednesday,7:00,7:15,user1,Morning
5128,Home workout,Personal,Normal,45,Sunday,8:30,9:15,user1,Morning
5129,Plan a trip,Personal,Important,90,Thursday,14:00,15:30,user1,Afternoon
5130,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5131,Summarize a chapter,Education,Very Important,30,Monday,17:30,18:00,user1,Afternoon
5132,Take a long walk,Personal,Less Important,45,Thursday,7:30,8:15,user1,Morning
5133,Make breakfast,Personal,Normal,30,Monday,7:30,8:00,user1,Morning
5134,Grocery Shopping,Personal,Very Important,15,Friday,22:00,22:15,user1,Evening
5135,Make breakfast,Personal,Normal,30,Monday,7:30,8:00,user1,Morning
5136,Meeting,Work,Normal,102,Tuesday,11:00,12:42,user1,Morning
5137,Watch TV series,Personal,Normal,60,Friday,21:00,22:00,user1,Evening
5138,Play guitar,Personal,Normal,30,Monday,17:45,18:15,user1,Afternoon
5139,Go to bed early,Personal,Very Important,60,Sunday,23:30,24:30:00,user1,Evening
5140,Attend a birthday party,Personal,Less Important,30,Monday,17:15,17:45,user1,Afternoon
5141,Hang out with friends,Personal,Normal,120,Wednesday,18:15,20:15,user1,Evening
5142,Write short story,Personal,Normal,60,Tuesday,11:30,12:30,user1,Morning
5143,Respond to customer queries,Work,Normal,30,Monday,11:00,11:30,user1,Morning
5144,Walk to the bus stop,Personal,Normal,10,Thursday,7:30,7:40,user1,Morning
5145,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5146,One-on-one with supervisor,Work,Important,30,Thursday,13:30,14:00,user1,Afternoon
5147,Yoga,Personal,Very Important,63,Thursday,10:00,11:03,user1,Morning
5148,dc,Personal,Important,240,Friday,0:00,4:00,sN050kh0JrWdKV54II4PGmeviiW2,Evening
5149,Coding Session,Work,Very Important,116,Tuesday,9:00,10:56,user1,Morning
5150,Hang out with friends,Personal,Normal,120,Wednesday,18:15,20:15,user1,Evening
5151,Plan weekend gathering,Personal,Less Important,45,Sunday,15:30,16:15,user1,Afternoon
5152,Handle paperwork,Work,Normal,30,Friday,13:15,13:45,user1,Afternoon
5153,Meeting,Work,Normal,102,Tuesday,11:00,12:42,user1,Morning
5154,Yoga practice,Personal,Normal,30,Wednesday,6:15,6:45,user1,Morning
5155,Grocery Shopping,Personal,Important,101,Sunday,6:00,7:41,user1,Morning
5156,Reply to messages,Personal,Less Important,30,Thursday,19:00,19:30,user1,Evening
5157,Grocery shopping,Personal,Very Important,30,Tuesday,12:00,12:30,user1,Afternoon
5158,Prepare lecture,Work,Important,90,Thursday,13:30,15:00,user1,Afternoon
5159,Have breakfast,Personal,Normal,30,Tuesday,7:00,7:30,user1,Morning
5160,Complete a crossword puzzle,Personal,Normal,30,Monday,21:00,21:30,user1,Evening
5161,Go to the supermarket,Personal,Normal,30,Tuesday,16:00,16:30,user1,Afternoon
5162,Visit pharmacy,Personal,Very Important,30,Friday,15:15,15:45,user1,Afternoon
5163,Renew ID card,Personal,Very Important,60,Friday,9:00,10:00,user1,Morning
5164,Watch a movie,Personal,Less Important,30,Thursday,18:45,19:15,user1,Evening
5165,Clean the kitchen,Personal,Normal,30,Thursday,9:15,9:45,user1,Morning
5166,Water the plants,Personal,Normal,45,Tuesday,7:45,8:30,user1,Morning
5167,Study online,Education,Very Important,60,Sunday,14:30,15:30,user1,Afternoon
5168,Organize a photo album,Personal,Normal,60,Wednesday,20:00,21:00,user1,Evening
5169,Watch a stand-up comedy,Personal,Less Important,45,Thursday,19:00,19:45,user1,Evening
5170,walking,Personal,Normal,30,Thursday,16:45,17:15,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Afternoon
5171,Go to the supermarket,Personal,Normal,30,Saturday,16:15,16:45,user1,Afternoon
5172,Edit a short video,Personal,Normal,45,Friday,17:30,18:15,user1,Afternoon
5173,Take online quiz,Education,Very Important,30,Saturday,15:15,15:45,user1,Afternoon
5174,Drop off donation,Personal,Very Important,30,Friday,16:15,16:45,user1,Afternoon
5175,Practice a new language,Education,Important,60,Tuesday,8:30,9:30,user1,Morning
5176,Home workout,Personal,Normal,30,Friday,6:15,6:45,user1,Morning
5177,Reply to messages,Personal,Less Important,45,Sunday,19:15,20:00,user1,Evening
5178,writing,Work,Important,20,Wednesday,9:05,9:25,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
5179,Email Responses,Personal,Normal,111,Friday,7:00,8:51,user1,Morning
5180,Teamwork,Work,Very Important,120,Friday,14:15,16:15,user1,Afternoon
5181,Team status update,Work,Very Important,60,Friday,11:00,12:00,user1,Morning
5182,Plan a team outing,Work,Important,60,Thursday,17:00,18:00,user1,Afternoon
5183,Walk the dog,Personal,Normal,30,Saturday,16:00,16:30,user1,Afternoon
5184,Go jogging,Personal,Normal,30,Wednesday,6:30,7:00,user1,Morning
5185,Record a song,Personal,Normal,60,Sunday,18:45,19:45,user1,Evening
5186,Yoga practice,Personal,Normal,30,Friday,6:00,6:30,user1,Morning
5187,Update LinkedIn profile,Work,Important,45,Sunday,12:00,12:45,user1,Afternoon
5188,Water plants,Personal,Normal,15,Saturday,6:35,6:50,user1,Morning
5189,Evening walk,Personal,Normal,60,Wednesday,18:30,19:30,user1,Evening
5190,Evening gym workout,Personal,Normal,60,Thursday,17:15,18:15,user1,Afternoon
5191,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1,Afternoon
5192,Jogging,Personal,Less Important,30,Tuesday,7:30,8:00,user1,Morning
5193,Teamwork,Work,Very Important,120,Sunday,14:00,16:00,user1,Afternoon
5194,Take care of plants,Personal,Normal,30,Saturday,14:00,14:30,user1,Afternoon
5195,Design a presentation,Work,Very Important,60,Saturday,17:15,18:15,user1,Afternoon
5196,Wash dishes,Personal,Normal,45,Sunday,14:45,15:30,user1,Afternoon
5197,sinus,Personal,Very Important,0,Thursday,22:54,23:00,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Evening
5198,Weekly team sync-up,Work,Very Important,60,Wednesday,15:00,16:00,user1,Afternoon
5199,Pick up package,Personal,Very Important,30,Friday,13:00,13:30,user1,Afternoon
5200,Check bank statements,Personal,Normal,15,Tuesday,16:30,16:45,user1,Afternoon
5201,One-on-one with supervisor,Work,Important,30,Monday,11:00,11:30,user1,Morning
5202,Brush teeth,Personal,Normal,5,Saturday,6:50,6:55,user1,Morning
5203,Pack bag,Personal,Normal,10,Friday,7:00,7:10,user1,Morning
5204,Exercise,Personal,Less Important,45,Monday,6:45,7:30,user1,Morning
5205,Meditation session,Personal,Less Important,20,Wednesday,6:00,6:20,user1,Morning
5206,Call a friend,Personal,Normal,20,Monday,13:30,13:50,user1,Afternoon
5207,Do the laundry,Personal,Normal,30,Monday,14:30,15:00,user1,Afternoon
5208,Write short story,Personal,Normal,60,Sunday,15:00,16:00,user1,Afternoon
5209,Cook dinner,Personal,Normal,60,Sunday,19:45,20:45,user1,Evening
5210,Practice coding,Education,Important,45,Thursday,19:15,20:00,user1,Evening
5211,Write report,Work,Very Important,60,Friday,13:45,14:45,user1,Afternoon
5212,Do a puzzle,Personal,Less Important,30,Saturday,16:30,17:00,user1,Afternoon
5213,Coffee with a friend,Personal,Less Important,45,Saturday,16:15,17:00,user1,Afternoon
5214,Learn English,Education,Important,60,Sunday,15:00,16:00,user1,Afternoon
5215,Stretch,Personal,Normal,10,Sunday,6:15,6:25,user1,Morning
5216,Go to the supermarket,Personal,Normal,30,Sunday,16:15,16:45,user1,Afternoon
5217,Take a short walk,Personal,Less Important,10,Monday,12:00,12:10,user1,Afternoon
5218,Take notes from an eBook,Education,Important,60,Monday,19:00,20:00,user1,Evening
5219,Prepare budget report,Work,Very Important,60,Friday,11:45,12:45,user1,Morning
5220,Test new software features,Work,Very Important,45,Monday,16:15,17:00,user1,Afternoon
5221,Cook dinner,Personal,Normal,45,Monday,18:00,18:45,user1,Evening
5222,Listen to music,Personal,Normal,30,Wednesday,12:00,12:30,user1,Afternoon
5223,Visit pharmacy,Personal,Very Important,45,Monday,15:30,16:15,user1,Afternoon
5224,Learn new software,Education,Important,120,Monday,9:00,11:00,user1,Morning
5225,Brush teeth,Personal,Normal,5,Monday,7:00,7:05,user1,Morning
5226,Practice a new language,Education,Important,60,Friday,10:00,11:00,user1,Morning
5227,Write report,Work,Important,90,Thursday,10:30,12:00,user1,Morning
5228,Design a presentation,Work,Very Important,30,Thursday,14:45,15:15,user1,Afternoon
5229,Visit the bank,Personal,Very Important,45,Sunday,13:45,14:30,user1,Afternoon
5230,Read research paper,Education,Important,45,Saturday,20:15,21:00,user1,Evening
5231,Drink water,Personal,Normal,5,Tuesday,10:00,10:05,user1,Morning
5232,Attend a yoga retreat,Personal,Important,120,Friday,8:00,10:00,user1,Morning
5233,Coding Session,Personal,Very Important,108,Tuesday,7:00,8:48,user1,Morning
5234,Do the laundry,Personal,Normal,60,Friday,16:30,17:30,user1,Afternoon
5235,Gardening,Personal,Normal,45,Wednesday,7:30,8:15,user1,Morning
5236,drive work,Work,Normal,30,Thursday,8:55,9:25,AcggWN6cpMNmEhlgSKPVUc1Ylq32,Morning
5237,Watch a livestream,Personal,Less Important,60,Monday,19:00,20:00,user1,Evening
5238,Take an online quiz,Education,Normal,30,Monday,17:30,18:00,user1,Afternoon
5239,Grocery Shopping,Personal,Important,101,Saturday,9:00,10:41,user1,Morning
5240,Listen to podcast,Personal,Normal,30,Saturday,20:30,21:00,user1,Evening
5241,Teamwork,Work,Very Important,120,Friday,14:15,16:15,user1,Afternoon
5242,Grocery Shopping,Work,Very Important,65,Monday,18:00,19:05,user1,Evening
5243,Visit a museum,Personal,Normal,120,Thursday,10:00,12:00,user1,Morning
5244,Sketch a design,Personal,Normal,90,Sunday,14:00,15:30,user1,Afternoon
